,,,Grand Total,,,,,,,
Type,Material,Cut,Volume,Tonnes,FEGL,SILGL,ALGL,MNGL,PGL,PPCGL
Waste,IFA,1195.00_18_23,500.00,"1,300.00",51.63,5.92,7.16,0.08,0.09,12.31
Waste,IFA,1195.00_18_22,375.00,975.00,51.80,5.85,7.10,0.08,0.09,12.17
Waste,IFA,1195.00_18_13,125.00,325.00,52.61,5.06,7.71,0.17,0.12,10.88
Waste,IFA,1195.00_17_24,34.03,88.47,51.45,5.70,7.50,0.08,0.08,12.47
Waste,IFA,1195.00_17_23,490.62,"1,275.60",51.42,5.48,7.72,0.08,0.09,12.51
Waste,IFA,1195.00_17_22,125.00,325.00,51.25,4.65,8.57,0.08,0.09,12.73
Waste,IFA,1195.00_16_23,334.80,870.47,51.58,5.92,7.23,0.08,0.09,12.32
Waste,IFA,1195.00_15_23,44.17,114.85,51.63,5.88,7.25,0.09,0.09,12.25
Waste,IFA,1195.00_15_14,250.00,650.00,52.24,6.29,7.58,0.09,0.09,10.53
Waste,IFA,1195.00_14_15,375.00,975.00,52.27,6.38,7.55,0.09,0.09,10.46
Waste,IFA,1195.00_14_14,250.00,650.00,52.32,6.41,7.57,0.08,0.09,10.33
Waste,IFA,1195.00_13_17,125.00,325.00,52.17,6.34,7.50,0.08,0.09,10.71
Waste,IFA,1195.00_13_16,375.00,975.00,52.25,6.40,7.53,0.08,0.09,10.51
Waste,IFA,1195.00_13_15,500.00,"1,300.00",52.34,6.47,7.56,0.08,0.09,10.28
Waste,IFA,1195.00_13_14,250.00,650.00,52.40,6.53,7.57,0.08,0.09,10.11
Waste,IFA,1195.00_12_19,250.00,650.00,52.27,5.90,7.40,0.09,0.09,11.08
Waste,IFA,1195.00_12_18,375.00,975.00,52.11,6.30,7.48,0.08,0.09,10.87
Waste,IFA,1195.00_12_17,375.00,975.00,52.18,6.36,7.50,0.08,0.09,10.67
Waste,IFA,1195.00_12_16,250.00,650.00,52.29,6.45,7.53,0.08,0.09,10.39
Waste,IFA,1195.00_12_15,125.00,325.00,52.37,6.52,7.55,0.08,0.09,10.19
Waste,IFA,1195.00_11_19,125.00,325.00,52.34,5.96,7.42,0.09,0.09,10.91
Waste,IFA,1195.00_11_18,125.00,325.00,52.12,6.32,7.47,0.08,0.09,10.83
Waste,IFA,1194.94_41_30,0.09,0.25,51.34,1.47,11.57,0.03,0.20,12.85
Waste,IFA,1194.85_38_30,1.32,3.42,53.45,1.14,9.67,0.02,0.15,11.45
Waste,IFA,1194.54_61_21,0.53,1.37,50.63,1.00,14.54,0.04,0.03,12.18
Waste,IFA,1194.38_60_22,0.11,0.29,50.53,0.96,14.85,0.04,0.03,12.08
Waste,IFA,1194.30_60_21,0.84,2.19,50.56,1.01,14.75,0.05,0.03,12.07
Waste,IFA,1193.94_22_9,0.04,0.11,51.23,5.97,8.58,0.20,0.13,10.94
Waste,IFA,1191.77_31_28,3.28,8.53,52.72,3.15,8.81,0.03,0.13,11.49
Waste,IFA,1190.83_24_10,3.87,10.06,52.02,5.07,8.09,0.22,0.13,11.20
Waste,IFA,1190.00_9_12,500.00,"1,300.00",52.80,7.06,7.59,0.04,0.08,9.05
Waste,IFA,1190.00_9_11,375.00,975.00,52.82,7.08,7.59,0.04,0.08,9.00
Waste,IFA,1190.00_9_10,121.90,316.94,52.83,7.08,7.59,0.04,0.08,8.98
Waste,IFA,1190.00_8_12,500.00,"1,300.00",52.63,7.19,7.69,0.04,0.08,9.05
Waste,IFA,1190.00_7_12,323.79,841.84,52.41,7.35,7.81,0.04,0.08,9.09
Waste,IFA,1190.00_37_27,0.93,2.41,53.40,1.32,9.25,0.02,0.12,11.84
Waste,IFA,1190.00_35_26,77.79,202.25,51.67,1.53,10.98,0.02,0.12,12.68
Waste,IFA,1190.00_35_25,7.33,19.07,51.46,1.65,11.30,0.02,0.11,12.41
Waste,IFA,1190.00_35_22,0.10,0.25,53.15,3.15,7.30,0.08,0.09,12.61
Waste,IFA,1190.00_35_21,0.93,2.42,53.05,3.40,7.12,0.09,0.09,12.74
Waste,IFA,1190.00_34_27,375.00,974.99,52.17,1.56,10.78,0.02,0.11,11.93
Waste,IFA,1190.00_34_26,491.72,"1,278.48",52.07,1.66,10.54,0.02,0.11,12.34
Waste,IFA,1190.00_34_25,346.07,899.77,52.29,2.16,9.78,0.03,0.11,12.26
Waste,IFA,1190.00_34_24,249.05,647.52,53.48,2.78,7.78,0.05,0.10,12.03
Waste,IFA,1190.00_34_23,414.88,"1,078.69",53.87,2.93,7.13,0.05,0.10,11.98
Waste,IFA,1190.00_34_22,442.52,"1,150.55",53.67,2.99,7.17,0.06,0.10,12.17
Waste,IFA,1190.00_34_21,215.97,561.53,53.27,3.11,7.32,0.08,0.09,12.46
Waste,IFA,1190.00_33_28,184.33,479.27,51.78,1.76,10.94,0.02,0.11,12.25
Waste,IFA,1190.00_33_27,500.00,"1,300.00",52.33,1.65,10.57,0.02,0.11,11.81
Waste,IFA,1190.00_33_26,500.00,"1,300.00",52.44,1.91,9.98,0.03,0.11,12.10
Waste,IFA,1190.00_33_25,499.07,"1,297.58",53.08,2.64,8.50,0.04,0.11,11.98
Waste,IFA,1190.00_33_24,499.77,"1,299.40",53.69,2.86,7.49,0.05,0.10,11.94
Waste,IFA,1190.00_33_23,375.00,975.00,54.03,2.94,6.95,0.05,0.10,11.92
Waste,IFA,1190.00_33_22,250.00,650.00,53.97,3.00,6.95,0.05,0.10,11.94
Waste,IFA,1190.00_32_28,71.13,184.95,51.97,2.14,10.49,0.02,0.12,12.01
Waste,IFA,1190.00_32_27,499.46,"1,298.59",52.47,1.79,10.38,0.02,0.11,11.68
Waste,IFA,1190.00_32_26,500.00,"1,300.00",53.09,2.36,8.92,0.03,0.11,11.79
Waste,IFA,1190.00_32_25,500.00,"1,300.00",53.41,2.91,7.96,0.04,0.11,11.77
Waste,IFA,1190.00_32_24,500.00,"1,300.00",53.72,2.96,7.47,0.04,0.10,11.80
Waste,IFA,1190.00_32_23,125.00,325.00,53.92,2.95,7.14,0.05,0.10,11.87
Waste,IFA,1190.00_31_27,452.66,"1,176.91",53.91,2.95,7.56,0.04,0.12,11.26
Waste,IFA,1190.00_31_26,500.00,"1,300.00",53.61,2.74,7.95,0.04,0.10,11.67
Waste,IFA,1190.00_31_25,500.00,"1,300.00",53.62,3.23,7.54,0.04,0.11,11.57
Waste,IFA,1190.00_31_24,500.00,"1,300.00",53.73,3.20,7.39,0.04,0.11,11.62
Waste,IFA,1190.00_31_23,375.00,975.00,53.75,3.20,7.39,0.05,0.11,11.60
Waste,IFA,1190.00_31_19,125.00,325.00,53.05,4.29,7.88,0.24,0.14,10.70
Waste,IFA,1190.00_31_18,125.00,325.00,52.91,4.40,7.97,0.26,0.14,10.66
Waste,IFA,1190.00_30_27,333.67,867.55,54.62,4.10,5.78,0.04,0.13,10.78
Waste,IFA,1190.00_30_26,500.00,"1,300.00",53.83,3.21,7.37,0.04,0.11,11.43
Waste,IFA,1190.00_30_25,500.00,"1,300.00",53.82,3.57,7.13,0.04,0.12,11.35
Waste,IFA,1190.00_30_24,250.00,650.00,53.80,3.41,7.26,0.04,0.11,11.45
Waste,IFA,1190.00_30_20,125.00,325.00,53.34,4.49,7.51,0.23,0.15,10.45
Waste,IFA,1190.00_30_19,500.00,"1,300.00",53.32,4.74,7.46,0.26,0.16,10.21
Waste,IFA,1190.00_30_18,500.00,"1,300.00",53.26,4.90,7.45,0.28,0.16,10.09
Waste,IFA,1190.00_30_17,125.00,325.00,53.11,4.75,7.61,0.29,0.16,10.29
Waste,IFA,1190.00_29_27,180.60,469.55,54.73,4.61,5.28,0.04,0.14,10.58
Waste,IFA,1190.00_29_26,500.00,"1,300.00",54.31,4.22,6.05,0.04,0.13,10.91
Waste,IFA,1190.00_29_21,250.00,650.00,53.55,4.00,7.45,0.15,0.13,10.88
Waste,IFA,1190.00_29_20,500.00,"1,300.00",53.47,4.50,7.37,0.22,0.15,10.43
Waste,IFA,1190.00_29_19,500.00,"1,300.00",53.44,5.03,7.24,0.28,0.17,9.92
Waste,IFA,1190.00_29_18,500.00,"1,300.00",53.43,5.12,7.23,0.29,0.17,9.83
Waste,IFA,1190.00_29_17,500.00,"1,300.00",53.21,4.83,7.47,0.28,0.16,10.22
Waste,IFA,1190.00_29_16,250.00,650.00,52.97,4.53,7.63,0.27,0.15,10.70
Waste,IFA,1190.00_29_15,125.00,325.00,52.66,4.34,7.86,0.26,0.14,11.11
Waste,IFA,1190.00_28_27,35.87,93.25,54.80,4.96,4.96,0.04,0.14,10.45
Waste,IFA,1190.00_28_26,238.33,619.65,54.72,4.95,5.07,0.04,0.14,10.47
Waste,IFA,1190.00_28_21,250.00,650.00,53.74,4.24,7.10,0.13,0.13,10.71
Waste,IFA,1190.00_28_20,500.00,"1,300.00",53.63,4.65,7.09,0.19,0.15,10.32
Waste,IFA,1190.00_28_19,500.00,"1,300.00",53.52,5.00,7.13,0.25,0.16,9.97
Waste,IFA,1190.00_28_18,500.00,"1,300.00",53.38,5.10,7.24,0.28,0.17,9.91
Waste,IFA,1190.00_28_17,500.00,"1,300.00",53.30,5.06,7.25,0.28,0.16,10.06
Waste,IFA,1190.00_28_16,500.00,"1,300.00",53.01,4.89,7.44,0.27,0.16,10.46
Waste,IFA,1190.00_28_15,500.00,"1,300.00",52.60,4.75,7.74,0.26,0.15,10.91
Waste,IFA,1190.00_28_14,500.00,"1,300.00",52.24,4.73,8.01,0.25,0.14,11.20
Waste,IFA,1190.00_28_13,125.00,325.00,52.08,4.85,8.10,0.25,0.14,11.23
Waste,IFA,1190.00_27_21,500.00,"1,300.00",53.84,4.18,6.98,0.11,0.13,10.78
Waste,IFA,1190.00_27_20,500.00,"1,300.00",53.74,4.56,6.97,0.17,0.14,10.42
Waste,IFA,1190.00_27_19,500.00,"1,300.00",53.64,4.84,7.02,0.22,0.16,10.14
Waste,IFA,1190.00_27_18,500.00,"1,300.00",53.39,5.18,7.10,0.27,0.17,9.96
Waste,IFA,1190.00_27_17,500.00,"1,300.00",53.26,5.16,7.19,0.26,0.16,10.08
Waste,IFA,1190.00_27_16,500.00,"1,300.00",53.01,5.10,7.37,0.26,0.16,10.34
Waste,IFA,1190.00_27_15,500.00,"1,300.00",52.65,5.01,7.64,0.25,0.15,10.70
Waste,IFA,1190.00_27_14,500.00,"1,300.00",52.32,4.92,7.90,0.25,0.15,11.01
Waste,IFA,1190.00_27_13,500.00,"1,300.00",52.14,4.87,8.05,0.25,0.14,11.18
Waste,IFA,1190.00_27_12,254.98,662.96,52.03,4.86,8.13,0.25,0.14,11.27
Waste,IFA,1190.00_26_25,125.00,325.00,54.53,5.10,5.18,0.04,0.14,10.57
Waste,IFA,1190.00_26_24,250.00,650.00,54.30,4.84,5.64,0.04,0.13,10.77
Waste,IFA,1190.00_26_23,250.00,650.00,53.86,4.21,6.74,0.06,0.12,11.04
Waste,IFA,1190.00_26_22,500.00,"1,300.00",53.57,3.91,7.42,0.09,0.12,11.12
Waste,IFA,1190.00_26_21,500.00,"1,300.00",53.52,4.14,7.38,0.12,0.13,10.92
Waste,IFA,1190.00_26_20,500.00,"1,300.00",53.47,4.44,7.33,0.16,0.14,10.66
Waste,IFA,1190.00_26_19,500.00,"1,300.00",53.43,4.68,7.29,0.20,0.14,10.43
Waste,IFA,1190.00_26_18,500.00,"1,300.00",53.05,5.19,7.38,0.26,0.16,10.21
Waste,IFA,1190.00_26_17,500.00,"1,300.00",52.93,5.16,7.46,0.26,0.16,10.33
Waste,IFA,1190.00_26_16,500.00,"1,300.00",52.74,5.11,7.60,0.26,0.15,10.53
Waste,IFA,1190.00_26_15,500.00,"1,300.00",52.51,5.04,7.77,0.25,0.15,10.78
Waste,IFA,1190.00_26_14,500.00,"1,300.00",52.30,4.97,7.92,0.25,0.15,10.98
Waste,IFA,1190.00_26_13,500.00,"1,300.00",52.18,4.92,8.02,0.25,0.14,11.11
Waste,IFA,1190.00_26_12,458.50,"1,192.10",52.00,4.87,8.15,0.24,0.14,11.29
Waste,IFA,1190.00_26_11,19.54,50.80,52.00,4.89,8.15,0.24,0.14,11.28
Waste,IFA,1190.00_25_25,371.12,964.91,54.45,5.15,5.21,0.04,0.14,10.61
Waste,IFA,1190.00_25_24,500.00,"1,300.00",54.22,4.97,5.61,0.04,0.13,10.79
Waste,IFA,1190.00_25_23,500.00,"1,300.00",53.79,4.42,6.64,0.07,0.12,11.01
Waste,IFA,1190.00_25_22,500.00,"1,300.00",53.41,4.17,7.39,0.11,0.12,11.09
Waste,IFA,1190.00_25_21,500.00,"1,300.00",53.39,4.31,7.37,0.12,0.12,10.95
Waste,IFA,1190.00_25_20,500.00,"1,300.00",53.37,4.50,7.34,0.15,0.13,10.77
Waste,IFA,1190.00_25_19,500.00,"1,300.00",53.35,4.66,7.31,0.17,0.14,10.61
Waste,IFA,1190.00_25_18,500.00,"1,300.00",52.87,5.23,7.44,0.25,0.15,10.41
Waste,IFA,1190.00_25_17,500.00,"1,300.00",52.79,5.19,7.51,0.25,0.15,10.48
Waste,IFA,1190.00_25_16,500.00,"1,300.00",52.66,5.15,7.62,0.25,0.15,10.62
Waste,IFA,1190.00_25_15,500.00,"1,300.00",52.51,5.09,7.74,0.25,0.15,10.77
Waste,IFA,1190.00_25_14,500.00,"1,300.00",52.36,5.04,7.85,0.24,0.14,10.91
Waste,IFA,1190.00_25_13,500.00,"1,300.00",52.27,5.00,7.93,0.24,0.14,11.01
Waste,IFA,1190.00_25_12,500.00,"1,300.00",52.00,4.93,8.13,0.24,0.14,11.28
Waste,IFA,1190.00_25_11,199.72,519.27,52.01,4.95,8.13,0.24,0.14,11.26
Waste,IFA,1190.00_24_25,404.07,"1,050.59",54.24,5.16,5.40,0.04,0.13,10.75
Waste,IFA,1190.00_24_24,250.00,650.00,54.05,5.06,5.68,0.05,0.13,10.88
Waste,IFA,1190.00_24_23,125.00,325.00,54.06,4.89,5.85,0.05,0.13,10.89
Waste,IFA,1190.00_24_22,125.00,325.00,53.27,4.39,7.37,0.11,0.12,11.09
Waste,IFA,1190.00_24_21,500.00,"1,300.00",53.22,4.52,7.35,0.13,0.12,11.02
Waste,IFA,1190.00_24_20,500.00,"1,300.00",53.22,4.62,7.33,0.14,0.13,10.89
Waste,IFA,1190.00_24_19,500.00,"1,300.00",53.22,4.73,7.32,0.16,0.13,10.77
Waste,IFA,1190.00_24_18,500.00,"1,300.00",52.71,5.29,7.47,0.23,0.15,10.59
Waste,IFA,1190.00_24_17,500.00,"1,300.00",52.67,5.25,7.53,0.24,0.15,10.62
Waste,IFA,1190.00_24_16,500.00,"1,300.00",52.59,5.20,7.61,0.24,0.14,10.69
Waste,IFA,1190.00_24_15,500.00,"1,300.00",52.49,5.16,7.71,0.24,0.14,10.78
Waste,IFA,1190.00_24_14,500.00,"1,300.00",52.40,5.12,7.79,0.24,0.14,10.87
Waste,IFA,1190.00_24_13,500.00,"1,300.00",52.33,5.09,7.85,0.24,0.14,10.94
Waste,IFA,1190.00_24_12,500.00,"1,300.00",52.01,5.03,8.10,0.23,0.13,11.24
Waste,IFA,1190.00_24_11,417.38,"1,085.19",52.02,5.03,8.10,0.23,0.13,11.22
Waste,IFA,1190.00_23_21,500.00,"1,300.00",52.99,4.76,7.33,0.12,0.12,11.16
Waste,IFA,1190.00_23_20,500.00,"1,300.00",53.02,4.80,7.32,0.13,0.12,11.04
Waste,IFA,1190.00_23_19,500.00,"1,300.00",53.06,4.85,7.32,0.14,0.12,10.92
Waste,IFA,1190.00_23_18,500.00,"1,300.00",52.57,5.37,7.48,0.22,0.14,10.76
Waste,IFA,1190.00_23_17,500.00,"1,300.00",52.56,5.33,7.54,0.22,0.14,10.74
Waste,IFA,1190.00_23_16,500.00,"1,300.00",52.53,5.28,7.60,0.22,0.14,10.76
Waste,IFA,1190.00_23_15,500.00,"1,300.00",52.47,5.24,7.67,0.23,0.14,10.80
Waste,IFA,1190.00_23_14,500.00,"1,300.00",52.42,5.21,7.74,0.23,0.14,10.84
Waste,IFA,1190.00_23_13,500.00,"1,300.00",52.37,5.18,7.79,0.23,0.14,10.88
Waste,IFA,1190.00_23_12,500.00,"1,300.00",52.02,5.13,8.06,0.21,0.13,11.20
Waste,IFA,1190.00_23_11,499.98,"1,299.94",52.03,5.14,8.06,0.21,0.13,11.18
Waste,IFA,1190.00_23_10,142.72,371.06,52.03,5.16,8.06,0.21,0.13,11.15
Waste,IFA,1190.00_22_22,125.00,325.00,52.98,5.78,6.30,0.10,0.12,11.10
Waste,IFA,1190.00_22_21,500.00,"1,300.00",52.91,5.39,6.79,0.11,0.12,11.14
Waste,IFA,1190.00_22_20,375.00,975.00,52.81,4.99,7.32,0.12,0.11,11.21
Waste,IFA,1190.00_22_15,125.00,325.00,52.44,5.30,7.66,0.22,0.14,10.82
Waste,IFA,1190.00_22_14,375.00,975.00,52.41,5.30,7.70,0.22,0.14,10.83
Waste,IFA,1190.00_22_13,500.00,"1,300.00",52.39,5.29,7.73,0.22,0.14,10.84
Waste,IFA,1190.00_22_12,500.00,"1,300.00",52.03,5.27,8.00,0.20,0.12,11.15
Waste,IFA,1190.00_22_11,500.00,"1,300.00",52.05,5.27,8.01,0.20,0.12,11.12
Waste,IFA,1190.00_22_10,363.97,946.32,51.82,5.47,8.18,0.20,0.12,11.05
Waste,IFA,1190.00_21_24,96.94,252.03,52.54,5.59,6.66,0.07,0.10,11.74
Waste,IFA,1190.00_21_23,250.00,650.00,52.51,5.72,6.63,0.08,0.10,11.64
Waste,IFA,1190.00_21_22,500.00,"1,300.00",52.65,5.83,6.50,0.10,0.11,11.38
Waste,IFA,1190.00_21_21,375.00,975.00,52.76,5.81,6.48,0.10,0.12,11.24
Waste,IFA,1190.00_21_13,125.00,325.00,52.39,5.37,7.70,0.21,0.13,10.80
Waste,IFA,1190.00_21_12,500.00,"1,300.00",52.05,5.41,7.95,0.18,0.12,11.08
Waste,IFA,1190.00_21_11,500.00,"1,300.00",52.07,5.41,7.96,0.18,0.12,11.03
Waste,IFA,1190.00_21_10,247.14,642.57,51.65,5.72,8.28,0.19,0.12,10.96
Waste,IFA,1190.00_20_24,45.84,119.18,52.25,5.70,6.82,0.07,0.10,11.91
Waste,IFA,1190.00_20_23,487.68,"1,267.98",52.17,5.81,6.84,0.08,0.10,11.88
Waste,IFA,1190.00_20_22,500.00,"1,300.00",52.26,5.89,6.76,0.09,0.10,11.71
Waste,IFA,1190.00_20_21,125.00,325.00,52.45,5.86,6.67,0.10,0.11,11.51
Waste,IFA,1190.00_20_12,500.00,"1,300.00",52.08,5.56,7.89,0.17,0.11,10.99
Waste,IFA,1190.00_20_11,125.00,325.00,52.09,5.53,7.92,0.17,0.11,10.97
Waste,IFA,1190.00_19_23,242.40,630.24,51.87,5.89,7.02,0.08,0.09,12.10
Waste,IFA,1190.00_19_22,375.00,975.00,51.97,5.93,6.95,0.09,0.09,11.96
Waste,IFA,1190.00_19_12,125.00,325.00,52.10,5.68,7.85,0.15,0.11,10.92
Waste,IFA,1190.00_16_13,125.00,325.00,52.26,6.26,7.61,0.10,0.10,10.48
Waste,IFA,1190.00_15_14,125.00,325.00,52.31,6.37,7.59,0.09,0.09,10.36
Waste,IFA,1190.00_15_13,250.00,650.00,52.32,6.37,7.60,0.09,0.09,10.32
Waste,IFA,1190.00_14_15,125.00,325.00,52.31,6.42,7.56,0.08,0.09,10.36
Waste,IFA,1190.00_14_14,500.00,"1,300.00",52.35,6.45,7.58,0.08,0.09,10.24
Waste,IFA,1190.00_13_16,250.00,650.00,52.26,6.41,7.53,0.08,0.09,10.47
Waste,IFA,1190.00_13_15,500.00,"1,300.00",52.34,6.48,7.56,0.08,0.09,10.26
Waste,IFA,1190.00_13_14,500.00,"1,300.00",52.43,6.57,7.58,0.07,0.09,10.02
Waste,IFA,1190.00_12_19,125.00,325.00,52.20,6.29,7.35,0.09,0.09,10.88
Waste,IFA,1190.00_12_18,250.00,650.00,52.11,6.32,7.48,0.08,0.09,10.84
Waste,IFA,1190.00_12_17,375.00,975.00,52.19,6.37,7.50,0.08,0.09,10.64
Waste,IFA,1190.00_12_16,250.00,650.00,52.30,6.46,7.54,0.08,0.09,10.36
Waste,IFA,1190.00_11_19,125.00,325.00,52.23,6.32,7.36,0.09,0.09,10.78
Waste,IFA,1190.00_11_18,125.00,325.00,52.13,6.33,7.48,0.08,0.09,10.81
Waste,IFA,1190.00_10_9,9.63,25.03,52.42,7.34,7.80,0.04,0.08,9.08
Waste,IFA,1190.00_10_12,125.00,325.00,52.79,7.05,7.59,0.04,0.08,9.07
Waste,IFA,1190.00_10_11,250.00,650.00,52.81,7.07,7.59,0.04,0.08,9.03
Waste,IFA,1190.00_10_10,222.57,578.68,52.66,7.18,7.67,0.04,0.08,9.04
Waste,IFA,1189.17_23_25,0.37,0.97,53.94,5.21,5.64,0.05,0.13,10.94
Waste,IFA,1187.36_29_13,2.05,5.32,52.07,4.62,8.17,0.25,0.14,11.40
Waste,IFA,1187.35_30_27,1.56,4.06,54.44,5.41,5.75,0.05,0.13,9.68
Waste,IFA,1186.35_66_13,0.74,1.92,52.76,2.40,9.62,0.17,0.08,11.61
Waste,IFA,1185.00_9_11,178.33,463.66,52.82,7.08,7.59,0.04,0.08,8.98
Waste,IFA,1185.00_8_14,249.94,649.84,52.19,7.37,7.89,0.05,0.09,9.28
Waste,IFA,1185.00_68_13,1.77,4.61,53.28,4.17,7.71,0.22,0.09,10.70
Waste,IFA,1185.00_67_13,97.02,252.26,52.85,2.42,9.43,0.16,0.09,11.64
Waste,IFA,1185.00_67_12,77.78,202.23,52.92,2.44,9.28,0.17,0.09,11.64
Waste,IFA,1185.00_66_12,207.30,538.99,52.91,2.90,9.13,0.19,0.08,11.36
Waste,IFA,1185.00_65_12,148.94,387.25,52.82,3.42,9.09,0.23,0.07,11.00
Waste,IFA,1185.00_39_19,45.63,118.63,50.04,1.93,12.64,0.06,0.11,13.48
Waste,IFA,1185.00_39_18,34.38,89.38,50.86,1.97,11.68,0.06,0.11,13.02
Waste,IFA,1185.00_38_20,32.25,83.85,49.79,2.40,11.97,0.06,0.10,13.82
Waste,IFA,1185.00_38_19,207.81,540.31,49.57,2.10,12.80,0.06,0.10,13.67
Waste,IFA,1185.00_38_18,144.77,376.40,50.52,2.07,11.84,0.06,0.10,13.15
Waste,IFA,1185.00_37_27,125.00,325.00,53.54,1.31,9.10,0.02,0.12,11.78
Waste,IFA,1185.00_37_26,1.74,4.52,53.16,1.49,8.56,0.01,0.13,13.07
Waste,IFA,1185.00_37_20,70.11,182.29,50.69,2.94,10.45,0.07,0.09,13.45
Waste,IFA,1185.00_37_19,254.37,661.36,49.62,2.56,12.30,0.07,0.09,13.47
Waste,IFA,1185.00_37_18,183.60,477.35,50.97,2.89,10.54,0.09,0.09,12.78
Waste,IFA,1185.00_36_27,249.83,649.56,52.95,1.37,9.50,0.02,0.12,12.33
Waste,IFA,1185.00_36_26,67.88,176.49,52.70,1.44,9.42,0.01,0.13,12.87
Waste,IFA,1185.00_36_20,85.71,222.86,51.48,3.51,9.07,0.08,0.08,13.16
Waste,IFA,1185.00_36_19,252.28,655.94,50.27,2.94,11.38,0.10,0.08,12.93
Waste,IFA,1185.00_36_18,92.25,239.86,50.74,2.98,10.76,0.10,0.08,12.78
Waste,IFA,1185.00_35_26,125.00,325.00,51.90,2.13,10.36,0.02,0.12,12.37
Waste,IFA,1185.00_35_25,369.54,960.80,51.58,2.67,10.74,0.03,0.11,11.71
Waste,IFA,1185.00_35_21,125.00,325.00,52.97,4.26,6.97,0.09,0.09,12.13
Waste,IFA,1185.00_35_20,372.97,969.72,51.73,3.67,8.81,0.09,0.08,12.82
Waste,IFA,1185.00_35_19,384.28,999.13,49.28,2.66,12.90,0.13,0.08,13.18
Waste,IFA,1185.00_35_18,113.85,296.02,50.23,2.62,11.76,0.18,0.07,12.87
Waste,IFA,1185.00_34_27,310.03,806.07,52.20,2.34,10.56,0.03,0.11,11.26
Waste,IFA,1185.00_34_26,500.00,"1,300.00",52.14,2.60,10.19,0.03,0.11,11.60
Waste,IFA,1185.00_34_25,500.00,"1,300.00",52.21,3.78,9.47,0.04,0.11,10.97
Waste,IFA,1185.00_34_24,125.00,325.00,53.05,5.27,7.81,0.06,0.11,9.95
Waste,IFA,1185.00_34_22,125.00,325.00,53.30,5.92,6.96,0.08,0.10,9.79
Waste,IFA,1185.00_34_21,500.00,"1,300.00",52.96,4.88,7.26,0.10,0.09,11.12
Waste,IFA,1185.00_34_20,500.00,"1,300.00",51.21,3.66,9.85,0.12,0.08,12.39
Waste,IFA,1185.00_34_19,500.00,"1,300.00",50.32,2.84,11.53,0.18,0.07,12.74
Waste,IFA,1185.00_34_18,500.00,"1,300.00",50.93,2.59,10.82,0.24,0.06,12.73
Waste,IFA,1185.00_34_17,375.00,975.00,51.21,2.55,10.43,0.25,0.06,12.73
Waste,IFA,1185.00_33_27,284.49,739.67,52.35,2.25,10.40,0.03,0.11,11.33
Waste,IFA,1185.00_33_26,500.00,"1,300.00",52.41,3.02,9.76,0.03,0.11,11.19
Waste,IFA,1185.00_33_25,500.00,"1,300.00",52.92,4.75,8.23,0.05,0.11,10.27
Waste,IFA,1185.00_33_24,500.00,"1,300.00",53.36,5.88,7.25,0.06,0.11,9.44
Waste,IFA,1185.00_33_23,250.00,650.00,53.58,6.55,6.76,0.07,0.11,8.90
Waste,IFA,1185.00_33_22,375.00,975.00,53.59,6.39,6.68,0.08,0.11,9.15
Waste,IFA,1185.00_33_21,500.00,"1,300.00",53.34,5.66,6.97,0.10,0.11,9.98
Waste,IFA,1185.00_33_20,500.00,"1,300.00",52.52,4.41,8.37,0.17,0.10,10.99
Waste,IFA,1185.00_33_19,500.00,"1,300.00",50.89,2.97,10.80,0.22,0.08,12.44
Waste,IFA,1185.00_33_18,500.00,"1,300.00",51.04,2.62,10.63,0.25,0.07,12.69
Waste,IFA,1185.00_33_17,500.00,"1,300.00",51.27,2.62,10.33,0.26,0.07,12.65
Waste,IFA,1185.00_33_16,250.00,650.00,51.52,2.68,9.93,0.27,0.07,12.56
Waste,IFA,1185.00_32_27,171.61,446.18,52.50,1.82,10.32,0.02,0.11,11.67
Waste,IFA,1185.00_32_26,500.00,"1,300.00",53.32,4.48,8.00,0.05,0.11,10.15
Waste,IFA,1185.00_32_25,500.00,"1,300.00",53.23,4.88,7.76,0.05,0.11,10.15
Waste,IFA,1185.00_32_24,500.00,"1,300.00",53.43,5.57,7.27,0.06,0.11,9.64
Waste,IFA,1185.00_32_23,500.00,"1,300.00",53.52,6.05,7.01,0.07,0.11,9.28
Waste,IFA,1185.00_32_22,500.00,"1,300.00",53.57,6.02,6.82,0.09,0.11,9.44
Waste,IFA,1185.00_32_21,500.00,"1,300.00",53.19,5.30,7.52,0.13,0.11,9.98
Waste,IFA,1185.00_32_20,500.00,"1,300.00",52.77,4.54,8.19,0.18,0.11,10.66
Waste,IFA,1185.00_32_19,500.00,"1,300.00",52.08,3.73,9.18,0.22,0.10,11.48
Waste,IFA,1185.00_32_18,500.00,"1,300.00",51.26,3.09,10.26,0.25,0.09,12.23
Waste,IFA,1185.00_32_17,500.00,"1,300.00",51.64,2.99,9.71,0.27,0.09,12.26
Waste,IFA,1185.00_32_16,250.00,650.00,51.74,2.98,9.51,0.28,0.09,12.29
Waste,IFA,1185.00_31_27,60.14,156.37,54.00,4.71,6.99,0.05,0.11,9.89
Waste,IFA,1185.00_31_26,498.69,"1,296.59",53.43,4.40,7.83,0.05,0.11,10.30
Waste,IFA,1185.00_31_25,500.00,"1,300.00",53.48,4.70,7.39,0.05,0.11,10.36
Waste,IFA,1185.00_31_24,375.00,975.00,53.53,4.98,7.26,0.05,0.11,10.14
